UF;MUNICIPIO;TIPO;QUANTIDADE
MG;FRANCISCO DUMONT;CAMINHAO;91
MG;FRANCISCO DUMONT;CAMINHAO TRATOR;6
MG;FRANCISCO DUMONT;CAMINHONETE;163
MG;FRANCISCO DUMONT;CAMIONETA;21
MG;FRANCISCO DUMONT;CHASSI PLATAF;0
MG;FRANCISCO DUMONT;CICLOMOTOR;0
MG;FRANCISCO DUMONT;MICRO-ONIBUS;9
MG;FRANCISCO DUMONT;MOTOCICLETA;548
MG;FRANCISCO DUMONT;MOTONETA;18
MG;FRANCISCO DUMONT;ONIBUS;39
MG;FRANCISCO DUMONT;QUADRICICLO;0
MG;FRANCISCO DUMONT;REBOQUE;16
MG;FRANCISCO DUMONT;SEMI-REBOQUE;10
MG;FRANCISCO DUMONT;SIDE-CAR;0
MG;FRANCISCO DUMONT;OUTROS;0
MG;FRANCISCO DUMONT;TRATOR ESTEI;0
MG;FRANCISCO DUMONT;TRATOR RODAS;0
MG;FRANCISCO DUMONT;TRICICLO;0
MG;FRANCISCO DUMONT;UTILITARIO;9
MG;FRANCISCO SA;AUTOMOVEL;3049
MG;FRANCISCO SA;BONDE;0
MG;FRANCISCO SA;CAMINHAO;300
MG;FRANCISCO SA;CAMINHAO TRATOR;65
MG;FRANCISCO SA;CAMINHONETE;707
MG;FRANCISCO SA;CAMIONETA;128
MG;FRANCISCO SA;CHASSI PLATAF;0
MG;FRANCISCO SA;CICLOMOTOR;43
MG;FRANCISCO SA;MICRO-ONIBUS;27
MG;FRANCISCO SA;MOTOCICLETA;2877
MG;FRANCISCO SA;MOTONETA;188
MG;FRANCISCO SA;ONIBUS;142
MG;FRANCISCO SA;QUADRICICLO;0
MG;FRANCISCO SA;REBOQUE;142
MG;FRANCISCO SA;SEMI-REBOQUE;84
MG;FRANCISCO SA;SIDE-CAR;0
MG;FRANCISCO SA;OUTROS;2
MG;FRANCISCO SA;TRATOR ESTEI;0
MG;FRANCISCO SA;TRATOR RODAS;0
MG;FRANCISCO SA;TRICICLO;2
MG;FRANCISCO SA;UTILITARIO;27
MG;FRANCISCOPOLIS;AUTOMOVEL;325
MG;FRANCISCOPOLIS;BONDE;0
MG;FRANCISCOPOLIS;CAMINHAO;22
MG;FRANCISCOPOLIS;CAMINHAO TRATOR;3
MG;FRANCISCOPOLIS;CAMINHONETE;108
MG;FRANCISCOPOLIS;CAMIONETA;20
MG;FRANCISCOPOLIS;CHASSI PLATAF;0
MG;FRANCISCOPOLIS;CICLOMOTOR;5
MG;FRANCISCOPOLIS;MICRO-ONIBUS;10
MG;FRANCISCOPOLIS;MOTOCICLETA;572
MG;FRANCISCOPOLIS;MOTONETA;6
MG;FRANCISCOPOLIS;ONIBUS;21
MG;FRANCISCOPOLIS;QUADRICICLO;0
MG;FRANCISCOPOLIS;REBOQUE;9
MG;FRANCISCOPOLIS;SEMI-REBOQUE;2
MG;FRANCISCOPOLIS;SIDE-CAR;0
MG;FRANCISCOPOLIS;OUTROS;0
MG;FRANCISCOPOLIS;TRATOR ESTEI;0
MG;FRANCISCOPOLIS;TRATOR RODAS;0
MG;FRANCISCOPOLIS;TRICICLO;4
MG;FRANCISCOPOLIS;UTILITARIO;4
MG;FREI GASPAR;AUTOMOVEL;434
MG;FREI GASPAR;BONDE;0
MG;FREI GASPAR;CAMINHAO;33
MG;FREI GASPAR;CAMINHAO TRATOR;0
MG;FREI GASPAR;CAMINHONETE;79
MG;FREI GASPAR;CAMIONETA;25
MG;FREI GASPAR;CHASSI PLATAF;0
MG;FREI GASPAR;CICLOMOTOR;12
MG;FREI GASPAR;MICRO-ONIBUS;9
MG;FREI GASPAR;MOTOCICLETA;731
MG;FREI GASPAR;MOTONETA;13
MG;FREI GASPAR;ONIBUS;19
MG;FREI GASPAR;QUADRICICLO;0
MG;FREI GASPAR;REBOQUE;16
MG;FREI GASPAR;SEMI-REBOQUE;0
MG;FREI GASPAR;SIDE-CAR;0
MG;FREI GASPAR;OUTROS;0
MG;FREI GASPAR;TRATOR ESTEI;0
MG;FREI GASPAR;TRATOR RODAS;0
MG;FREI GASPAR;TRICICLO;1
MG;FREI GASPAR;UTILITARIO;1
MG;FREI INOCENCIO;AUTOMOVEL;1250
MG;FREI INOCENCIO;BONDE;0
MG;FREI INOCENCIO;CAMINHAO;99
MG;FREI INOCENCIO;CAMINHAO TRATOR;23
MG;FREI INOCENCIO;CAMINHONETE;226
MG;FREI INOCENCIO;CAMIONETA;39
MG;FREI INOCENCIO;CHASSI PLATAF;0
MG;FREI INOCENCIO;CICLOMOTOR;11
MG;FREI INOCENCIO;MICRO-ONIBUS;9
MG;FREI INOCENCIO;MOTOCICLETA;1086
MG;FREI INOCENCIO;MOTONETA;45
MG;FREI INOCENCIO;ONIBUS;30
MG;FREI INOCENCIO;QUADRICICLO;0
MG;FREI INOCENCIO;REBOQUE;57
MG;FREI INOCENCIO;SEMI-REBOQUE;23
MG;FREI INOCENCIO;SIDE-CAR;0
MG;FREI INOCENCIO;OUTROS;0
MG;FREI INOCENCIO;TRATOR ESTEI;0
MG;FREI INOCENCIO;TRATOR RODAS;0
MG;FREI INOCENCIO;TRICICLO;2
MG;FREI INOCENCIO;UTILITARIO;3
MG;FREI LAGONEGRO;AUTOMOVEL;405
MG;FREI LAGONEGRO;BONDE;0
MG;FREI LAGONEGRO;CAMINHAO;13
MG;FREI LAGONEGRO;CAMINHAO TRATOR;0
MG;FREI LAGONEGRO;CAMINHONETE;83
MG;FREI LAGONEGRO;CAMIONETA;10
MG;FREI LAGONEGRO;CHASSI PLATAF;0
MG;FREI LAGONEGRO;CICLOMOTOR;0
MG;FREI LAGONEGRO;MICRO-ONIBUS;2
MG;FREI LAGONEGRO;MOTOCICLETA;745
MG;FREI LAGONEGRO;MOTONETA;35
MG;FREI LAGONEGRO;ONIBUS;16
MG;FREI LAGONEGRO;QUADRICICLO;0
MG;FREI LAGONEGRO;REBOQUE;5
MG;FREI LAGONEGRO;SEMI-REBOQUE;0
MG;FREI LAGONEGRO;SIDE-CAR;0
MG;FREI LAGONEGRO;OUTROS;0
MG;FREI LAGONEGRO;TRATOR ESTEI;0
MG;FREI LAGONEGRO;TRATOR RODAS;0
MG;FREI LAGONEGRO;TRICICLO;0
MG;FREI LAGONEGRO;UTILITARIO;2
MG;FRONTEIRA;AUTOMOVEL;3826
MG;FRONTEIRA;BONDE;0
MG;FRONTEIRA;CAMINHAO;271
MG;FRONTEIRA;CAMINHAO TRATOR;64
MG;FRONTEIRA;CAMINHONETE;739
MG;FRONTEIRA;CAMIONETA;202
MG;FRONTEIRA;CHASSI PLATAF;0
MG;FRONTEIRA;CICLOMOTOR;53
MG;FRONTEIRA;MICRO-ONIBUS;42
MG;FRONTEIRA;MOTOCICLETA;1625
MG;FRONTEIRA;MOTONETA;349
MG;FRONTEIRA;ONIBUS;104
MG;FRONTEIRA;QUADRICICLO;0
MG;FRONTEIRA;REBOQUE;494
MG;FRONTEIRA;SEMI-REBOQUE;76
MG;FRONTEIRA;SIDE-CAR;5
MG;FRONTEIRA;OUTROS;2
MG;FRONTEIRA;TRATOR ESTEI;0
MG;FRONTEIRA;TRATOR RODAS;0
MG;FRONTEIRA;TRICICLO;2
MG;FRONTEIRA;UTILITARIO;26
MG;FRONTEIRA DOS VALES;AUTOMOVEL;310
MG;FRONTEIRA DOS VALES;BONDE;0
MG;FRONTEIRA DOS VALES;CAMINHAO;15
MG;FRONTEIRA DOS VALES;CAMINHAO TRATOR;0
MG;FRONTEIRA DOS VALES;CAMINHONETE;76
MG;FRONTEIRA DOS VALES;CAMIONETA;18
MG;FRONTEIRA DOS VALES;CHASSI PLATAF;0
MG;FRONTEIRA DOS VALES;CICLOMOTOR;3
MG;FRONTEIRA DOS VALES;MICRO-ONIBUS;7
MG;FRONTEIRA DOS VALES;MOTOCICLETA;388
MG;FRONTEIRA DOS VALES;MOTONETA;14
MG;FRONTEIRA DOS VALES;ONIBUS;7
MG;FRONTEIRA DOS VALES;QUADRICICLO;0
MG;FRONTEIRA DOS VALES;REBOQUE;1
MG;FRONTEIRA DOS VALES;SEMI-REBOQUE;0
MG;FRONTEIRA DOS VALES;SIDE-CAR;0
MG;FRONTEIRA DOS VALES;OUTROS;0
MG;FRONTEIRA DOS VALES;TRATOR ESTEI;0
MG;FRONTEIRA DOS VALES;TRATOR RODAS;0
MG;FRONTEIRA DOS VALES;TRICICLO;0
MG;FRONTEIRA DOS VALES;UTILITARIO;0
MG;FRUTA DE LEITE;AUTOMOVEL;328
MG;FRUTA DE LEITE;BONDE;0
MG;FRUTA DE LEITE;CAMINHAO;24
MG;FRUTA DE LEITE;CAMINHAO TRATOR;1
MG;FRUTA DE LEITE;CAMINHONETE;83
MG;FRUTA DE LEITE;CAMIONETA;13
MG;FRUTA DE LEITE;CHASSI PLATAF;0
MG;FRUTA DE LEITE;CICLOMOTOR;0
MG;FRUTA DE LEITE;MICRO-ONIBUS;7
MG;FRUTA DE LEITE;MOTOCICLETA;560
MG;FRUTA DE LEITE;MOTONETA;5
MG;FRUTA DE LEITE;ONIBUS;35
MG;FRUTA DE LEITE;QUADRICICLO;0
MG;FRUTA DE LEITE;REBOQUE;7
MG;FRUTA DE LEITE;SEMI-REBOQUE;0
MG;FRUTA DE LEITE;SIDE-CAR;0
MG;FRUTA DE LEITE;OUTROS;0
MG;FRUTA DE LEITE;TRATOR ESTEI;0
MG;FRUTA DE LEITE;TRATOR RODAS;1
MG;FRUTA DE LEITE;TRICICLO;0
MG;FRUTA DE LEITE;UTILITARIO;1
MG;FRUTAL;AUTOMOVEL;20574
MG;FRUTAL;BONDE;0
MG;FRUTAL;CAMINHAO;1715
MG;FRUTAL;CAMINHAO TRATOR;338
MG;FRUTAL;CAMINHONETE;4456
MG;FRUTAL;CAMIONETA;1076
MG;FRUTAL;CHASSI PLATAF;0
MG;FRUTAL;CICLOMOTOR;183
MG;FRUTAL;MICRO-ONIBUS;171
MG;FRUTAL;MOTOCICLETA;9221
MG;FRUTAL;MOTONETA;4124
MG;FRUTAL;ONIBUS;239
MG;FRUTAL;QUADRICICLO;0
MG;FRUTAL;REBOQUE;1889
MG;FRUTAL;SEMI-REBOQUE;575
MG;FRUTAL;SIDE-CAR;32
MG;FRUTAL;OUTROS;6
MG;FRUTAL;TRATOR ESTEI;0
MG;FRUTAL;TRATOR RODAS;1
MG;FRUTAL;TRICICLO;13
MG;FRUTAL;UTILITARIO;201
MG;FUNILANDIA;AUTOMOVEL;791
MG;FUNILANDIA;BONDE;0
MG;FUNILANDIA;CAMINHAO;66
MG;FUNILANDIA;CAMINHAO TRATOR;4
MG;FUNILANDIA;CAMINHONETE;137
MG;FUNILANDIA;CAMIONETA;33
MG;FUNILANDIA;CHASSI PLATAF;0
MG;FUNILANDIA;CICLOMOTOR;28
MG;FUNILANDIA;MICRO-ONIBUS;2
MG;FUNILANDIA;MOTOCICLETA;391
MG;FUNILANDIA;MOTONETA;20
MG;FUNILANDIA;ONIBUS;29
MG;FUNILANDIA;QUADRICICLO;0
MG;FUNILANDIA;REBOQUE;23
MG;FUNILANDIA;SEMI-REBOQUE;3
MG;FUNILANDIA;SIDE-CAR;0
MG;FUNILANDIA;OUTROS;0
MG;FUNILANDIA;TRATOR ESTEI;0
MG;FUNILANDIA;TRATOR RODAS;0
MG;FUNILANDIA;TRICICLO;1
MG;FUNILANDIA;UTILITARIO;1
MG;GALILEIA;AUTOMOVEL;900
MG;GALILEIA;BONDE;0
MG;GALILEIA;CAMINHAO;75
MG;GALILEIA;CAMINHAO TRATOR;4
MG;GALILEIA;CAMINHONETE;155
MG;GALILEIA;CAMIONETA;32
MG;GALILEIA;CHASSI PLATAF;0
MG;GALILEIA;CICLOMOTOR;12
MG;GALILEIA;MICRO-ONIBUS;7
MG;GALILEIA;MOTOCICLETA;605
MG;GALILEIA;MOTONETA;22
MG;GALILEIA;ONIBUS;13
MG;GALILEIA;QUADRICICLO;0
MG;GALILEIA;REBOQUE;48
MG;GALILEIA;SEMI-REBOQUE;1
MG;GALILEIA;SIDE-CAR;0
MG;GALILEIA;OUTROS;0
MG;GALILEIA;TRATOR ESTEI;0
MG;GALILEIA;TRATOR RODAS;0
MG;GALILEIA;TRICICLO;0
MG;GALILEIA;UTILITARIO;5
MG;GAMELEIRAS;AUTOMOVEL;402
MG;GAMELEIRAS;BONDE;0
MG;GAMELEIRAS;CAMINHAO;41
MG;GAMELEIRAS;CAMINHAO TRATOR;0
MG;GAMELEIRAS;CAMINHONETE;175
MG;GAMELEIRAS;CAMIONETA;13
MG;GAMELEIRAS;CHASSI PLATAF;0
MG;GAMELEIRAS;CICLOMOTOR;3
MG;GAMELEIRAS;MICRO-ONIBUS;6
MG;GAMELEIRAS;MOTOCICLETA;790
MG;GAMELEIRAS;MOTONETA;40
MG;GAMELEIRAS;ONIBUS;21
MG;GAMELEIRAS;QUADRICICLO;0
MG;GAMELEIRAS;REBOQUE;7
MG;GAMELEIRAS;SEMI-REBOQUE;0
MG;GAMELEIRAS;SIDE-CAR;0
MG;GAMELEIRAS;OUTROS;0
MG;GAMELEIRAS;TRATOR ESTEI;0
MG;GAMELEIRAS;TRATOR RODAS;0
MG;GAMELEIRAS;TRICICLO;0
MG;GAMELEIRAS;UTILITARIO;0
MG;GLAUCILANDIA;AUTOMOVEL;110
MG;GLAUCILANDIA;BONDE;0
MG;GLAUCILANDIA;CAMINHAO;9
MG;GLAUCILANDIA;CAMINHAO TRATOR;0
MG;GLAUCILANDIA;CAMINHONETE;27
MG;GLAUCILANDIA;CAMIONETA;2
MG;GLAUCILANDIA;CHASSI PLATAF;0
MG;GLAUCILANDIA;CICLOMOTOR;0
MG;GLAUCILANDIA;MICRO-ONIBUS;1
MG;GLAUCILANDIA;MOTOCICLETA;165
MG;GLAUCILANDIA;MOTONETA;5
MG;GLAUCILANDIA;ONIBUS;8
MG;GLAUCILANDIA;QUADRICICLO;0
MG;GLAUCILANDIA;REBOQUE;3
MG;GLAUCILANDIA;SEMI-REBOQUE;0
MG;GLAUCILANDIA;SIDE-CAR;0
MG;GLAUCILANDIA;OUTROS;0
MG;GLAUCILANDIA;TRATOR ESTEI;0
MG;GLAUCILANDIA;TRATOR RODAS;0
MG;GLAUCILANDIA;TRICICLO;0
MG;GLAUCILANDIA;UTILITARIO;1
MG;GOIABEIRA;AUTOMOVEL;473
MG;GOIABEIRA;BONDE;0
MG;GOIABEIRA;CAMINHAO;42
MG;GOIABEIRA;CAMINHAO TRATOR;0
MG;GOIABEIRA;CAMINHONETE;58
MG;GOIABEIRA;CAMIONETA;11
MG;GOIABEIRA;CHASSI PLATAF;0
MG;GOIABEIRA;CICLOMOTOR;1
MG;GOIABEIRA;MICRO-ONIBUS;9
MG;GOIABEIRA;MOTOCICLETA;743
MG;GOIABEIRA;MOTONETA;73
MG;GOIABEIRA;ONIBUS;5
MG;GOIABEIRA;QUADRICICLO;0
MG;GOIABEIRA;REBOQUE;23
MG;GOIABEIRA;SEMI-REBOQUE;0
MG;GOIABEIRA;SIDE-CAR;0
MG;GOIABEIRA;OUTROS;0
MG;GOIABEIRA;TRATOR ESTEI;0
MG;GOIABEIRA;TRATOR RODAS;2
MG;GOIABEIRA;TRICICLO;1
MG;GOIABEIRA;UTILITARIO;0
MG;GOIANA;AUTOMOVEL;1091
MG;GOIANA;BONDE;0
MG;GOIANA;CAMINHAO;39
MG;GOIANA;CAMINHAO TRATOR;2
MG;GOIANA;CAMINHONETE;113
MG;GOIANA;CAMIONETA;73
MG;GOIANA;CHASSI PLATAF;0
MG;GOIANA;CICLOMOTOR;20
MG;GOIANA;MICRO-ONIBUS;7
MG;GOIANA;MOTOCICLETA;299
MG;GOIANA;MOTONETA;9
MG;GOIANA;ONIBUS;9
MG;GOIANA;QUADRICICLO;0
MG;GOIANA;REBOQUE;50
MG;GOIANA;SEMI-REBOQUE;1
MG;GOIANA;SIDE-CAR;0
MG;GOIANA;OUTROS;2
MG;GOIANA;TRATOR ESTEI;0
MG;GOIANA;TRATOR RODAS;0
MG;GOIANA;TRICICLO;0
MG;GOIANA;UTILITARIO;5
MG;GONCALVES;AUTOMOVEL;1234
MG;GONCALVES;BONDE;0
MG;GONCALVES;CAMINHAO;100
MG;GONCALVES;CAMINHAO TRATOR;2
MG;GONCALVES;CAMINHONETE;329
MG;GONCALVES;CAMIONETA;61
MG;GONCALVES;CHASSI PLATAF;0
MG;GONCALVES;CICLOMOTOR;0
MG;GONCALVES;MICRO-ONIBUS;16
MG;GONCALVES;MOTOCICLETA;701
MG;GONCALVES;MOTONETA;10
MG;GONCALVES;ONIBUS;12
MG;GONCALVES;QUADRICICLO;0
MG;GONCALVES;REBOQUE;38
MG;GONCALVES;SEMI-REBOQUE;2
MG;GONCALVES;SIDE-CAR;0
MG;GONCALVES;OUTROS;0
MG;GONCALVES;TRATOR ESTEI;0
MG;GONCALVES;TRATOR RODAS;0
MG;GONCALVES;TRICICLO;1
MG;GONCALVES;UTILITARIO;74
MG;GONZAGA;AUTOMOVEL;1105
MG;GONZAGA;BONDE;0
MG;GONZAGA;CAMINHAO;51
MG;GONZAGA;CAMINHAO TRATOR;1
MG;GONZAGA;CAMINHONETE;219
MG;GONZAGA;CAMIONETA;24
MG;GONZAGA;CHASSI PLATAF;0
MG;GONZAGA;CICLOMOTOR;5
MG;GONZAGA;MICRO-ONIBUS;8
MG;GONZAGA;MOTOCICLETA;1277
MG;GONZAGA;MOTONETA;141
MG;GONZAGA;ONIBUS;14
MG;GONZAGA;QUADRICICLO;0
MG;GONZAGA;REBOQUE;28
MG;GONZAGA;SEMI-REBOQUE;2
MG;GONZAGA;SIDE-CAR;0
MG;GONZAGA;OUTROS;0
MG;GONZAGA;TRATOR ESTEI;0
MG;GONZAGA;TRATOR RODAS;0
MG;GONZAGA;TRICICLO;7
MG;GONZAGA;UTILITARIO;4
MG;GOUVEA;AUTOMOVEL;2775
MG;GOUVEA;BONDE;0
MG;GOUVEA;CAMINHAO;146
MG;GOUVEA;CAMINHAO TRATOR;3
MG;GOUVEA;CAMINHONETE;582
MG;GOUVEA;CAMIONETA;109
MG;GOUVEA;CHASSI PLATAF;0
MG;GOUVEA;CICLOMOTOR;39
MG;GOUVEA;MICRO-ONIBUS;18
MG;GOUVEA;MOTOCICLETA;1086
MG;GOUVEA;MOTONETA;18
MG;GOUVEA;ONIBUS;44
MG;GOUVEA;QUADRICICLO;0
MG;GOUVEA;REBOQUE;71
MG;GOUVEA;SEMI-REBOQUE;4
MG;GOUVEA;SIDE-CAR;0
MG;GOUVEA;OUTROS;0
MG;GOUVEA;TRATOR ESTEI;0
MG;GOUVEA;TRATOR RODAS;2
MG;GOUVEA;TRICICLO;0
MG;GOUVEA;UTILITARIO;10
MG;GOVERNADOR VALADARES;AUTOMOVEL;63606
MG;GOVERNADOR VALADARES;BONDE;0
MG;GOVERNADOR VALADARES;CAMINHAO;3530
MG;GOVERNADOR VALADARES;CAMINHAO TRATOR;888
MG;GOVERNADOR VALADARES;CAMINHONETE;9627
MG;GOVERNADOR VALADARES;CAMIONETA;3132
MG;GOVERNADOR VALADARES;CHASSI PLATAF;0
MG;GOVERNADOR VALADARES;CICLOMOTOR;1677
MG;GOVERNADOR VALADARES;MICRO-ONIBUS;385
MG;GOVERNADOR VALADARES;MOTOCICLETA;45713
MG;GOVERNADOR VALADARES;MOTONETA;9198
MG;GOVERNADOR VALADARES;ONIBUS;414
MG;GOVERNADOR VALADARES;QUADRICICLO;1
MG;GOVERNADOR VALADARES;REBOQUE;2851
MG;GOVERNADOR VALADARES;SEMI-REBOQUE;1090
MG;GOVERNADOR VALADARES;SIDE-CAR;96
MG;GOVERNADOR VALADARES;OUTROS;19
MG;GOVERNADOR VALADARES;TRATOR ESTEI;1
MG;GOVERNADOR VALADARES;TRATOR RODAS;3
MG;GOVERNADOR VALADARES;TRICICLO;114
MG;GOVERNADOR VALADARES;UTILITARIO;899
MG;GRAO MOGOL;AUTOMOVEL;1252
MG;GRAO MOGOL;BONDE;0
MG;GRAO MOGOL;CAMINHAO;119
MG;GRAO MOGOL;CAMINHAO TRATOR;12
MG;GRAO MOGOL;CAMINHONETE;339
MG;GRAO MOGOL;CAMIONETA;48
MG;GRAO MOGOL;CHASSI PLATAF;0
MG;GRAO MOGOL;CICLOMOTOR;1
MG;GRAO MOGOL;MICRO-ONIBUS;30
MG;GRAO MOGOL;MOTOCICLETA;1342
MG;GRAO MOGOL;MOTONETA;42
MG;GRAO MOGOL;ONIBUS;92
MG;GRAO MOGOL;QUADRICICLO;0
MG;GRAO MOGOL;REBOQUE;58
MG;GRAO MOGOL;SEMI-REBOQUE;18
MG;GRAO MOGOL;SIDE-CAR;0
MG;GRAO MOGOL;OUTROS;0
MG;GRAO MOGOL;TRATOR ESTEI;0
MG;GRAO MOGOL;TRATOR RODAS;0
MG;GRAO MOGOL;TRICICLO;0
MG;GRAO MOGOL;UTILITARIO;6
MG;GRUPIARA;AUTOMOVEL;302
MG;GRUPIARA;BONDE;0
MG;GRUPIARA;CAMINHAO;16
MG;GRUPIARA;CAMINHAO TRATOR;1
MG;GRUPIARA;CAMINHONETE;75
MG;GRUPIARA;CAMIONETA;7
MG;GRUPIARA;CHASSI PLATAF;0
MG;GRUPIARA;CICLOMOTOR;0
MG;GRUPIARA;MICRO-ONIBUS;5
MG;GRUPIARA;MOTOCICLETA;167
MG;GRUPIARA;MOTONETA;17
MG;GRUPIARA;ONIBUS;5
MG;GRUPIARA;QUADRICICLO;0
MG;GRUPIARA;REBOQUE;18
MG;GRUPIARA;SEMI-REBOQUE;1
MG;GRUPIARA;SIDE-CAR;0
MG;GRUPIARA;OUTROS;0
MG;GRUPIARA;TRATOR ESTEI;0
MG;GRUPIARA;TRATOR RODAS;0
MG;GRUPIARA;TRICICLO;0
MG;GRUPIARA;UTILITARIO;0
MG;GUANHAES;AUTOMOVEL;8558
MG;GUANHAES;BONDE;0
MG;GUANHAES;CAMINHAO;647
MG;GUANHAES;CAMINHAO TRATOR;68
MG;GUANHAES;CAMINHONETE;1918
MG;GUANHAES;CAMIONETA;285
MG;GUANHAES;CHASSI PLATAF;0
MG;GUANHAES;CICLOMOTOR;54
MG;GUANHAES;MICRO-ONIBUS;72
MG;GUANHAES;MOTOCICLETA;6951
MG;GUANHAES;MOTONETA;318
MG;GUANHAES;ONIBUS;142
MG;GUANHAES;QUADRICICLO;0
MG;GUANHAES;REBOQUE;300
MG;GUANHAES;SEMI-REBOQUE;72
MG;GUANHAES;SIDE-CAR;2
MG;GUANHAES;OUTROS;5
MG;GUANHAES;TRATOR ESTEI;0
MG;GUANHAES;TRATOR RODAS;0
MG;GUANHAES;TRICICLO;8
MG;GUANHAES;UTILITARIO;57
MG;GUAPE;AUTOMOVEL;4072
MG;GUAPE;BONDE;0
MG;GUAPE;CAMINHAO;282
MG;GUAPE;CAMINHAO TRATOR;10
MG;GUAPE;CAMINHONETE;701
MG;GUAPE;CAMIONETA;119
MG;GUAPE;CHASSI PLATAF;0
MG;GUAPE;CICLOMOTOR;10
MG;GUAPE;MICRO-ONIBUS;33
MG;GUAPE;MOTOCICLETA;1952
MG;GUAPE;MOTONETA;72
MG;GUAPE;ONIBUS;78
MG;GUAPE;QUADRICICLO;0
MG;GUAPE;REBOQUE;79
MG;GUAPE;SEMI-REBOQUE;19
MG;GUAPE;SIDE-CAR;1
MG;GUAPE;OUTROS;0
MG;GUAPE;TRATOR ESTEI;0
MG;GUAPE;TRATOR RODAS;0
MG;GUAPE;TRICICLO;2
MG;GUAPE;UTILITARIO;28
MG;GUARACIABA;AUTOMOVEL;1467
MG;GUARACIABA;BONDE;0
MG;GUARACIABA;CAMINHAO;94
MG;GUARACIABA;CAMINHAO TRATOR;3
MG;GUARACIABA;CAMINHONETE;282
MG;GUARACIABA;CAMIONETA;49
MG;GUARACIABA;CHASSI PLATAF;0
MG;GUARACIABA;CICLOMOTOR;11
MG;GUARACIABA;MICRO-ONIBUS;26
MG;GUARACIABA;MOTOCICLETA;2067
MG;GUARACIABA;MOTONETA;48
MG;GUARACIABA;ONIBUS;53
MG;GUARACIABA;QUADRICICLO;0
MG;GUARACIABA;REBOQUE;33
MG;GUARACIABA;SEMI-REBOQUE;2
MG;GUARACIABA;SIDE-CAR;0
MG;GUARACIABA;OUTROS;0
MG;GUARACIABA;TRATOR ESTEI;0
MG;GUARACIABA;TRATOR RODAS;0
MG;GUARACIABA;TRICICLO;6
MG;GUARACIABA;UTILITARIO;9
MG;GUARACIAMA;AUTOMOVEL;688
MG;GUARACIAMA;BONDE;0
MG;GUARACIAMA;CAMINHAO;68
MG;GUARACIAMA;CAMINHAO TRATOR;14
MG;GUARACIAMA;CAMINHONETE;138
MG;GUARACIAMA;CAMIONETA;17
MG;GUARACIAMA;CHASSI PLATAF;0
MG;GUARACIAMA;CICLOMOTOR;8
MG;GUARACIAMA;MICRO-ONIBUS;4
MG;GUARACIAMA;MOTOCICLETA;738
MG;GUARACIAMA;MOTONETA;18
MG;GUARACIAMA;ONIBUS;21
MG;GUARACIAMA;QUADRICICLO;0
MG;GUARACIAMA;REBOQUE;9
MG;GUARACIAMA;SEMI-REBOQUE;15
MG;GUARACIAMA;SIDE-CAR;0
MG;GUARACIAMA;OUTROS;0
MG;GUARACIAMA;TRATOR ESTEI;0
MG;GUARACIAMA;TRATOR RODAS;0
MG;GUARACIAMA;TRICICLO;0
MG;GUARACIAMA;UTILITARIO;1
MG;GUARANESIA;AUTOMOVEL;6871
MG;GUARANESIA;BONDE;0
MG;GUARANESIA;CAMINHAO;438
MG;GUARANESIA;CAMINHAO TRATOR;44
MG;GUARANESIA;CAMINHONETE;999
MG;GUARANESIA;CAMIONETA;279
MG;GUARANESIA;CHASSI PLATAF;0
MG;GUARANESIA;CICLOMOTOR;32
MG;GUARANESIA;MICRO-ONIBUS;83
MG;GUARANESIA;MOTOCICLETA;2379
MG;GUARANESIA;MOTONETA;274
MG;GUARANESIA;ONIBUS;143
MG;GUARANESIA;QUADRICICLO;0
MG;GUARANESIA;REBOQUE;96
MG;GUARANESIA;SEMI-REBOQUE;104
MG;GUARANESIA;SIDE-CAR;2
MG;GUARANESIA;OUTROS;1
MG;GUARANESIA;TRATOR ESTEI;0
MG;GUARANESIA;TRATOR RODAS;1
MG;GUARANESIA;TRICICLO;6
MG;GUARANESIA;UTILITARIO;43
MG;GUARANI;AUTOMOVEL;1636
MG;GUARANI;BONDE;0
MG;GUARANI;CAMINHAO;89
MG;GUARANI;CAMINHAO TRATOR;1
MG;GUARANI;CAMINHONETE;278
MG;GUARANI;CAMIONETA;44
MG;GUARANI;CHASSI PLATAF;0
MG;GUARANI;CICLOMOTOR;90
MG;GUARANI;MICRO-ONIBUS;20
MG;GUARANI;MOTOCICLETA;686
MG;GUARANI;MOTONETA;18
MG;GUARANI;ONIBUS;17
MG;GUARANI;QUADRICICLO;0
MG;GUARANI;REBOQUE;53
MG;GUARANI;SEMI-REBOQUE;1
MG;GUARANI;SIDE-CAR;0
MG;GUARANI;OUTROS;1
MG;GUARANI;TRATOR ESTEI;0
MG;GUARANI;TRATOR RODAS;2
MG;GUARANI;TRICICLO;0
MG;GUARANI;UTILITARIO;16
MG;GUARARA;AUTOMOVEL;1062
MG;GUARARA;BONDE;0
MG;GUARARA;CAMINHAO;61
MG;GUARARA;CAMINHAO TRATOR;0
MG;GUARARA;CAMINHONETE;146
MG;GUARARA;CAMIONETA;43
MG;GUARARA;CHASSI PLATAF;0
MG;GUARARA;CICLOMOTOR;36
MG;GUARARA;MICRO-ONIBUS;14
MG;GUARARA;MOTOCICLETA;359
MG;GUARARA;MOTONETA;23
MG;GUARARA;ONIBUS;5
MG;GUARARA;QUADRICICLO;0
MG;GUARARA;REBOQUE;33
