UF;MUNICIPIO;TIPO;QUANTIDADE
PI;JOAO COSTA;CAMIONETA;0
PI;JOAO COSTA;CHASSI PLATAF;0
PI;JOAO COSTA;CICLOMOTOR;0
PI;JOAO COSTA;MICRO-ONIBUS;0
PI;JOAO COSTA;MOTOCICLETA;375
PI;JOAO COSTA;MOTONETA;22
PI;JOAO COSTA;ONIBUS;3
PI;JOAO COSTA;QUADRICICLO;0
PI;JOAO COSTA;REBOQUE;0
PI;JOAO COSTA;SEMI-REBOQUE;0
PI;JOAO COSTA;SIDE-CAR;0
PI;JOAO COSTA;OUTROS;0
PI;JOAO COSTA;TRATOR ESTEI;0
PI;JOAO COSTA;TRATOR RODAS;1
PI;JOAO COSTA;TRICICLO;0
PI;JOAO COSTA;UTILITARIO;0
PI;JOAQUIM PIRES;AUTOMOVEL;433
PI;JOAQUIM PIRES;BONDE;0
PI;JOAQUIM PIRES;CAMINHAO;56
PI;JOAQUIM PIRES;CAMINHAO TRATOR;1
PI;JOAQUIM PIRES;CAMINHONETE;145
PI;JOAQUIM PIRES;CAMIONETA;13
PI;JOAQUIM PIRES;CHASSI PLATAF;0
PI;JOAQUIM PIRES;CICLOMOTOR;2
PI;JOAQUIM PIRES;MICRO-ONIBUS;6
PI;JOAQUIM PIRES;MOTOCICLETA;1171
PI;JOAQUIM PIRES;MOTONETA;127
PI;JOAQUIM PIRES;ONIBUS;18
PI;JOAQUIM PIRES;QUADRICICLO;0
PI;JOAQUIM PIRES;REBOQUE;3
PI;JOAQUIM PIRES;SEMI-REBOQUE;1
PI;JOAQUIM PIRES;SIDE-CAR;0
PI;JOAQUIM PIRES;OUTROS;0
PI;JOAQUIM PIRES;TRATOR ESTEI;0
PI;JOAQUIM PIRES;TRATOR RODAS;0
PI;JOAQUIM PIRES;TRICICLO;0
PI;JOAQUIM PIRES;UTILITARIO;0
PI;JOCA MARQUES;AUTOMOVEL;103
PI;JOCA MARQUES;BONDE;0
PI;JOCA MARQUES;CAMINHAO;9
PI;JOCA MARQUES;CAMINHAO TRATOR;0
PI;JOCA MARQUES;CAMINHONETE;51
PI;JOCA MARQUES;CAMIONETA;2
PI;JOCA MARQUES;CHASSI PLATAF;0
PI;JOCA MARQUES;CICLOMOTOR;0
PI;JOCA MARQUES;MICRO-ONIBUS;3
PI;JOCA MARQUES;MOTOCICLETA;542
PI;JOCA MARQUES;MOTONETA;34
PI;JOCA MARQUES;ONIBUS;6
PI;JOCA MARQUES;QUADRICICLO;0
PI;JOCA MARQUES;REBOQUE;1
PI;JOCA MARQUES;SEMI-REBOQUE;0
PI;JOCA MARQUES;SIDE-CAR;0
PI;JOCA MARQUES;OUTROS;0
PI;JOCA MARQUES;TRATOR ESTEI;0
PI;JOCA MARQUES;TRATOR RODAS;0
PI;JOCA MARQUES;TRICICLO;0
PI;JOCA MARQUES;UTILITARIO;1
PI;JOSE DE FREITAS;AUTOMOVEL;2521
PI;JOSE DE FREITAS;BONDE;0
PI;JOSE DE FREITAS;CAMINHAO;173
PI;JOSE DE FREITAS;CAMINHAO TRATOR;6
PI;JOSE DE FREITAS;CAMINHONETE;618
PI;JOSE DE FREITAS;CAMIONETA;72
PI;JOSE DE FREITAS;CHASSI PLATAF;0
PI;JOSE DE FREITAS;CICLOMOTOR;48
PI;JOSE DE FREITAS;MICRO-ONIBUS;21
PI;JOSE DE FREITAS;MOTOCICLETA;7452
PI;JOSE DE FREITAS;MOTONETA;1308
PI;JOSE DE FREITAS;ONIBUS;112
PI;JOSE DE FREITAS;QUADRICICLO;0
PI;JOSE DE FREITAS;REBOQUE;58
PI;JOSE DE FREITAS;SEMI-REBOQUE;8
PI;JOSE DE FREITAS;SIDE-CAR;1
PI;JOSE DE FREITAS;OUTROS;1
PI;JOSE DE FREITAS;TRATOR ESTEI;0
PI;JOSE DE FREITAS;TRATOR RODAS;0
PI;JOSE DE FREITAS;TRICICLO;6
PI;JOSE DE FREITAS;UTILITARIO;12
PI;JUAZEIRO DO PIAUI;AUTOMOVEL;151
PI;JUAZEIRO DO PIAUI;BONDE;0
PI;JUAZEIRO DO PIAUI;CAMINHAO;28
PI;JUAZEIRO DO PIAUI;CAMINHAO TRATOR;1
PI;JUAZEIRO DO PIAUI;CAMINHONETE;73
PI;JUAZEIRO DO PIAUI;CAMIONETA;1
PI;JUAZEIRO DO PIAUI;CHASSI PLATAF;0
PI;JUAZEIRO DO PIAUI;CICLOMOTOR;0
PI;JUAZEIRO DO PIAUI;MICRO-ONIBUS;3
PI;JUAZEIRO DO PIAUI;MOTOCICLETA;470
PI;JUAZEIRO DO PIAUI;MOTONETA;40
PI;JUAZEIRO DO PIAUI;ONIBUS;6
PI;JUAZEIRO DO PIAUI;QUADRICICLO;0
PI;JUAZEIRO DO PIAUI;REBOQUE;3
PI;JUAZEIRO DO PIAUI;SEMI-REBOQUE;1
PI;JUAZEIRO DO PIAUI;SIDE-CAR;0
PI;JUAZEIRO DO PIAUI;OUTROS;0
PI;JUAZEIRO DO PIAUI;TRATOR ESTEI;0
PI;JUAZEIRO DO PIAUI;TRATOR RODAS;1
PI;JUAZEIRO DO PIAUI;TRICICLO;0
PI;JUAZEIRO DO PIAUI;UTILITARIO;1
PI;JULIO BORGES;AUTOMOVEL;126
PI;JULIO BORGES;BONDE;0
PI;JULIO BORGES;CAMINHAO;19
PI;JULIO BORGES;CAMINHAO TRATOR;4
PI;JULIO BORGES;CAMINHONETE;94
PI;JULIO BORGES;CAMIONETA;11
PI;JULIO BORGES;CHASSI PLATAF;0
PI;JULIO BORGES;CICLOMOTOR;0
PI;JULIO BORGES;MICRO-ONIBUS;7
PI;JULIO BORGES;MOTOCICLETA;346
PI;JULIO BORGES;MOTONETA;53
PI;JULIO BORGES;ONIBUS;5
PI;JULIO BORGES;QUADRICICLO;0
PI;JULIO BORGES;REBOQUE;7
PI;JULIO BORGES;SEMI-REBOQUE;8
PI;JULIO BORGES;SIDE-CAR;0
PI;JULIO BORGES;OUTROS;0
PI;JULIO BORGES;TRATOR ESTEI;0
PI;JULIO BORGES;TRATOR RODAS;0
PI;JULIO BORGES;TRICICLO;0
PI;JULIO BORGES;UTILITARIO;1
PI;JUREMA;AUTOMOVEL;154
PI;JUREMA;BONDE;0
PI;JUREMA;CAMINHAO;23
PI;JUREMA;CAMINHAO TRATOR;0
PI;JUREMA;CAMINHONETE;63
PI;JUREMA;CAMIONETA;9
PI;JUREMA;CHASSI PLATAF;0
PI;JUREMA;CICLOMOTOR;0
PI;JUREMA;MICRO-ONIBUS;2
PI;JUREMA;MOTOCICLETA;350
PI;JUREMA;MOTONETA;9
PI;JUREMA;ONIBUS;29
PI;JUREMA;QUADRICICLO;0
PI;JUREMA;REBOQUE;0
PI;JUREMA;SEMI-REBOQUE;0
PI;JUREMA;SIDE-CAR;0
PI;JUREMA;OUTROS;0
PI;JUREMA;TRATOR ESTEI;0
PI;JUREMA;TRATOR RODAS;0
PI;JUREMA;TRICICLO;0
PI;JUREMA;UTILITARIO;2
PI;LAGOA ALEGRE;AUTOMOVEL;287
PI;LAGOA ALEGRE;BONDE;0
PI;LAGOA ALEGRE;CAMINHAO;20
PI;LAGOA ALEGRE;CAMINHAO TRATOR;0
PI;LAGOA ALEGRE;CAMINHONETE;102
PI;LAGOA ALEGRE;CAMIONETA;7
PI;LAGOA ALEGRE;CHASSI PLATAF;0
PI;LAGOA ALEGRE;CICLOMOTOR;4
PI;LAGOA ALEGRE;MICRO-ONIBUS;2
PI;LAGOA ALEGRE;MOTOCICLETA;863
PI;LAGOA ALEGRE;MOTONETA;107
PI;LAGOA ALEGRE;ONIBUS;34
PI;LAGOA ALEGRE;QUADRICICLO;0
PI;LAGOA ALEGRE;REBOQUE;4
PI;LAGOA ALEGRE;SEMI-REBOQUE;0
PI;LAGOA ALEGRE;SIDE-CAR;0
PI;LAGOA ALEGRE;OUTROS;0
PI;LAGOA ALEGRE;TRATOR ESTEI;0
PI;LAGOA ALEGRE;TRATOR RODAS;0
PI;LAGOA ALEGRE;TRICICLO;0
PI;LAGOA ALEGRE;UTILITARIO;0
PI;LAGOA DE SAO FRANCISCO;AUTOMOVEL;241
PI;LAGOA DE SAO FRANCISCO;BONDE;0
PI;LAGOA DE SAO FRANCISCO;CAMINHAO;12
PI;LAGOA DE SAO FRANCISCO;CAMINHAO TRATOR;0
PI;LAGOA DE SAO FRANCISCO;CAMINHONETE;97
PI;LAGOA DE SAO FRANCISCO;CAMIONETA;2
PI;LAGOA DE SAO FRANCISCO;CHASSI PLATAF;0
PI;LAGOA DE SAO FRANCISCO;CICLOMOTOR;2
PI;LAGOA DE SAO FRANCISCO;MICRO-ONIBUS;6
PI;LAGOA DE SAO FRANCISCO;MOTOCICLETA;677
PI;LAGOA DE SAO FRANCISCO;MOTONETA;136
PI;LAGOA DE SAO FRANCISCO;ONIBUS;5
PI;LAGOA DE SAO FRANCISCO;QUADRICICLO;0
PI;LAGOA DE SAO FRANCISCO;REBOQUE;0
PI;LAGOA DE SAO FRANCISCO;SEMI-REBOQUE;0
PI;LAGOA DE SAO FRANCISCO;SIDE-CAR;0
PI;LAGOA DE SAO FRANCISCO;OUTROS;0
PI;LAGOA DE SAO FRANCISCO;TRATOR ESTEI;0
PI;LAGOA DE SAO FRANCISCO;TRATOR RODAS;1
PI;LAGOA DE SAO FRANCISCO;TRICICLO;0
PI;LAGOA DE SAO FRANCISCO;UTILITARIO;0
PI;LAGOA DO BARRO DO PIAUI;AUTOMOVEL;233
PI;LAGOA DO BARRO DO PIAUI;BONDE;0
PI;LAGOA DO BARRO DO PIAUI;CAMINHAO;38
PI;LAGOA DO BARRO DO PIAUI;CAMINHAO TRATOR;0
PI;LAGOA DO BARRO DO PIAUI;CAMINHONETE;186
PI;LAGOA DO BARRO DO PIAUI;CAMIONETA;20
PI;LAGOA DO BARRO DO PIAUI;CHASSI PLATAF;0
PI;LAGOA DO BARRO DO PIAUI;CICLOMOTOR;0
PI;LAGOA DO BARRO DO PIAUI;MICRO-ONIBUS;12
PI;LAGOA DO BARRO DO PIAUI;MOTOCICLETA;276
PI;LAGOA DO BARRO DO PIAUI;MOTONETA;18
PI;LAGOA DO BARRO DO PIAUI;ONIBUS;13
PI;LAGOA DO BARRO DO PIAUI;QUADRICICLO;0
PI;LAGOA DO BARRO DO PIAUI;REBOQUE;1
PI;LAGOA DO BARRO DO PIAUI;SEMI-REBOQUE;0
PI;LAGOA DO BARRO DO PIAUI;SIDE-CAR;0
PI;LAGOA DO BARRO DO PIAUI;OUTROS;0
PI;LAGOA DO BARRO DO PIAUI;TRATOR ESTEI;0
PI;LAGOA DO BARRO DO PIAUI;TRATOR RODAS;0
PI;LAGOA DO BARRO DO PIAUI;TRICICLO;0
PI;LAGOA DO BARRO DO PIAUI;UTILITARIO;1
PI;LAGOA DO PIAUI;AUTOMOVEL;147
PI;LAGOA DO PIAUI;BONDE;0
PI;LAGOA DO PIAUI;CAMINHAO;22
PI;LAGOA DO PIAUI;CAMINHAO TRATOR;5
PI;LAGOA DO PIAUI;CAMINHONETE;55
PI;LAGOA DO PIAUI;CAMIONETA;3
PI;LAGOA DO PIAUI;CHASSI PLATAF;0
PI;LAGOA DO PIAUI;CICLOMOTOR;8
PI;LAGOA DO PIAUI;MICRO-ONIBUS;1
PI;LAGOA DO PIAUI;MOTOCICLETA;461
PI;LAGOA DO PIAUI;MOTONETA;20
PI;LAGOA DO PIAUI;ONIBUS;9
PI;LAGOA DO PIAUI;QUADRICICLO;0
PI;LAGOA DO PIAUI;REBOQUE;1
PI;LAGOA DO PIAUI;SEMI-REBOQUE;4
PI;LAGOA DO PIAUI;SIDE-CAR;0
PI;LAGOA DO PIAUI;OUTROS;0
PI;LAGOA DO PIAUI;TRATOR ESTEI;0
PI;LAGOA DO PIAUI;TRATOR RODAS;0
PI;LAGOA DO PIAUI;TRICICLO;1
PI;LAGOA DO PIAUI;UTILITARIO;1
PI;LAGOA DO SITIO;AUTOMOVEL;183
PI;LAGOA DO SITIO;BONDE;0
PI;LAGOA DO SITIO;CAMINHAO;19
PI;LAGOA DO SITIO;CAMINHAO TRATOR;0
PI;LAGOA DO SITIO;CAMINHONETE;69
PI;LAGOA DO SITIO;CAMIONETA;7
PI;LAGOA DO SITIO;CHASSI PLATAF;0
PI;LAGOA DO SITIO;CICLOMOTOR;3
PI;LAGOA DO SITIO;MICRO-ONIBUS;4
PI;LAGOA DO SITIO;MOTOCICLETA;359
PI;LAGOA DO SITIO;MOTONETA;69
PI;LAGOA DO SITIO;ONIBUS;4
PI;LAGOA DO SITIO;QUADRICICLO;0
PI;LAGOA DO SITIO;REBOQUE;1
PI;LAGOA DO SITIO;SEMI-REBOQUE;0
PI;LAGOA DO SITIO;SIDE-CAR;0
PI;LAGOA DO SITIO;OUTROS;0
PI;LAGOA DO SITIO;TRATOR ESTEI;0
PI;LAGOA DO SITIO;TRATOR RODAS;0
PI;LAGOA DO SITIO;TRICICLO;0
PI;LAGOA DO SITIO;UTILITARIO;0
PI;LAGOINHA DO PIAUI;AUTOMOVEL;183
PI;LAGOINHA DO PIAUI;BONDE;0
PI;LAGOINHA DO PIAUI;CAMINHAO;7
PI;LAGOINHA DO PIAUI;CAMINHAO TRATOR;0
PI;LAGOINHA DO PIAUI;CAMINHONETE;45
PI;LAGOINHA DO PIAUI;CAMIONETA;13
PI;LAGOINHA DO PIAUI;CHASSI PLATAF;0
PI;LAGOINHA DO PIAUI;CICLOMOTOR;3
PI;LAGOINHA DO PIAUI;MICRO-ONIBUS;0
PI;LAGOINHA DO PIAUI;MOTOCICLETA;517
PI;LAGOINHA DO PIAUI;MOTONETA;76
PI;LAGOINHA DO PIAUI;ONIBUS;4
PI;LAGOINHA DO PIAUI;QUADRICICLO;0
PI;LAGOINHA DO PIAUI;REBOQUE;3
PI;LAGOINHA DO PIAUI;SEMI-REBOQUE;2
PI;LAGOINHA DO PIAUI;SIDE-CAR;0
PI;LAGOINHA DO PIAUI;OUTROS;0
PI;LAGOINHA DO PIAUI;TRATOR ESTEI;0
PI;LAGOINHA DO PIAUI;TRATOR RODAS;0
PI;LAGOINHA DO PIAUI;TRICICLO;0
PI;LAGOINHA DO PIAUI;UTILITARIO;0
PI;LANDRI SALES;AUTOMOVEL;183
PI;LANDRI SALES;BONDE;0
PI;LANDRI SALES;CAMINHAO;25
PI;LANDRI SALES;CAMINHAO TRATOR;1
PI;LANDRI SALES;CAMINHONETE;52
PI;LANDRI SALES;CAMIONETA;10
PI;LANDRI SALES;CHASSI PLATAF;0
PI;LANDRI SALES;CICLOMOTOR;1
PI;LANDRI SALES;MICRO-ONIBUS;6
PI;LANDRI SALES;MOTOCICLETA;773
PI;LANDRI SALES;MOTONETA;38
PI;LANDRI SALES;ONIBUS;1
PI;LANDRI SALES;QUADRICICLO;0
PI;LANDRI SALES;REBOQUE;6
PI;LANDRI SALES;SEMI-REBOQUE;0
PI;LANDRI SALES;SIDE-CAR;0
PI;LANDRI SALES;OUTROS;0
PI;LANDRI SALES;TRATOR ESTEI;0
PI;LANDRI SALES;TRATOR RODAS;0
PI;LANDRI SALES;TRICICLO;0
PI;LANDRI SALES;UTILITARIO;0
PI;LUIS CORREIA;AUTOMOVEL;1578
PI;LUIS CORREIA;BONDE;0
PI;LUIS CORREIA;CAMINHAO;102
PI;LUIS CORREIA;CAMINHAO TRATOR;0
PI;LUIS CORREIA;CAMINHONETE;480
PI;LUIS CORREIA;CAMIONETA;63
PI;LUIS CORREIA;CHASSI PLATAF;0
PI;LUIS CORREIA;CICLOMOTOR;26
PI;LUIS CORREIA;MICRO-ONIBUS;30
PI;LUIS CORREIA;MOTOCICLETA;4464
PI;LUIS CORREIA;MOTONETA;678
PI;LUIS CORREIA;ONIBUS;60
PI;LUIS CORREIA;QUADRICICLO;0
PI;LUIS CORREIA;REBOQUE;51
PI;LUIS CORREIA;SEMI-REBOQUE;1
PI;LUIS CORREIA;SIDE-CAR;2
PI;LUIS CORREIA;OUTROS;0
PI;LUIS CORREIA;TRATOR ESTEI;0
PI;LUIS CORREIA;TRATOR RODAS;0
PI;LUIS CORREIA;TRICICLO;5
PI;LUIS CORREIA;UTILITARIO;32
PI;LUZILANDIA;AUTOMOVEL;1520
PI;LUZILANDIA;BONDE;0
PI;LUZILANDIA;CAMINHAO;145
PI;LUZILANDIA;CAMINHAO TRATOR;12
PI;LUZILANDIA;CAMINHONETE;709
PI;LUZILANDIA;CAMIONETA;60
PI;LUZILANDIA;CHASSI PLATAF;0
PI;LUZILANDIA;CICLOMOTOR;8
PI;LUZILANDIA;MICRO-ONIBUS;34
PI;LUZILANDIA;MOTOCICLETA;5361
PI;LUZILANDIA;MOTONETA;636
PI;LUZILANDIA;ONIBUS;55
PI;LUZILANDIA;QUADRICICLO;0
PI;LUZILANDIA;REBOQUE;28
PI;LUZILANDIA;SEMI-REBOQUE;5
PI;LUZILANDIA;SIDE-CAR;0
PI;LUZILANDIA;OUTROS;0
PI;LUZILANDIA;TRATOR ESTEI;0
PI;LUZILANDIA;TRATOR RODAS;0
PI;LUZILANDIA;TRICICLO;2
PI;LUZILANDIA;UTILITARIO;19
PI;MADEIRO;AUTOMOVEL;157
PI;MADEIRO;BONDE;0
PI;MADEIRO;CAMINHAO;13
PI;MADEIRO;CAMINHAO TRATOR;0
PI;MADEIRO;CAMINHONETE;62
PI;MADEIRO;CAMIONETA;3
PI;MADEIRO;CHASSI PLATAF;0
PI;MADEIRO;CICLOMOTOR;1
PI;MADEIRO;MICRO-ONIBUS;4
PI;MADEIRO;MOTOCICLETA;669
PI;MADEIRO;MOTONETA;58
PI;MADEIRO;ONIBUS;4
PI;MADEIRO;QUADRICICLO;0
PI;MADEIRO;REBOQUE;0
PI;MADEIRO;SEMI-REBOQUE;0
PI;MADEIRO;SIDE-CAR;0
PI;MADEIRO;OUTROS;0
PI;MADEIRO;TRATOR ESTEI;0
PI;MADEIRO;TRATOR RODAS;1
PI;MADEIRO;TRICICLO;0
PI;MADEIRO;UTILITARIO;0
PI;MANOEL EMIDIO;AUTOMOVEL;202
PI;MANOEL EMIDIO;BONDE;0
PI;MANOEL EMIDIO;CAMINHAO;19
PI;MANOEL EMIDIO;CAMINHAO TRATOR;2
PI;MANOEL EMIDIO;CAMINHONETE;104
PI;MANOEL EMIDIO;CAMIONETA;8
PI;MANOEL EMIDIO;CHASSI PLATAF;0
PI;MANOEL EMIDIO;CICLOMOTOR;0
PI;MANOEL EMIDIO;MICRO-ONIBUS;4
PI;MANOEL EMIDIO;MOTOCICLETA;501
PI;MANOEL EMIDIO;MOTONETA;83
PI;MANOEL EMIDIO;ONIBUS;6
PI;MANOEL EMIDIO;QUADRICICLO;0
PI;MANOEL EMIDIO;REBOQUE;4
PI;MANOEL EMIDIO;SEMI-REBOQUE;1
PI;MANOEL EMIDIO;SIDE-CAR;0
PI;MANOEL EMIDIO;OUTROS;0
PI;MANOEL EMIDIO;TRATOR ESTEI;0
PI;MANOEL EMIDIO;TRATOR RODAS;1
PI;MANOEL EMIDIO;TRICICLO;0
PI;MANOEL EMIDIO;UTILITARIO;1
PI;MARCOLANDIA;AUTOMOVEL;2457
PI;MARCOLANDIA;BONDE;0
PI;MARCOLANDIA;CAMINHAO;656
PI;MARCOLANDIA;CAMINHAO TRATOR;44
PI;MARCOLANDIA;CAMINHONETE;738
PI;MARCOLANDIA;CAMIONETA;68
PI;MARCOLANDIA;CHASSI PLATAF;0
PI;MARCOLANDIA;CICLOMOTOR;0
PI;MARCOLANDIA;MICRO-ONIBUS;63
PI;MARCOLANDIA;MOTOCICLETA;1622
PI;MARCOLANDIA;MOTONETA;114
PI;MARCOLANDIA;ONIBUS;25
PI;MARCOLANDIA;QUADRICICLO;0
PI;MARCOLANDIA;REBOQUE;67
PI;MARCOLANDIA;SEMI-REBOQUE;63
PI;MARCOLANDIA;SIDE-CAR;0
PI;MARCOLANDIA;OUTROS;0
PI;MARCOLANDIA;TRATOR ESTEI;0
PI;MARCOLANDIA;TRATOR RODAS;1
PI;MARCOLANDIA;TRICICLO;0
PI;MARCOLANDIA;UTILITARIO;52
PI;MARCOS PARENTE;AUTOMOVEL;153
PI;MARCOS PARENTE;BONDE;0
PI;MARCOS PARENTE;CAMINHAO;14
PI;MARCOS PARENTE;CAMINHAO TRATOR;0
PI;MARCOS PARENTE;CAMINHONETE;65
PI;MARCOS PARENTE;CAMIONETA;3
PI;MARCOS PARENTE;CHASSI PLATAF;0
PI;MARCOS PARENTE;CICLOMOTOR;3
PI;MARCOS PARENTE;MICRO-ONIBUS;10
PI;MARCOS PARENTE;MOTOCICLETA;535
PI;MARCOS PARENTE;MOTONETA;75
PI;MARCOS PARENTE;ONIBUS;3
PI;MARCOS PARENTE;QUADRICICLO;0
PI;MARCOS PARENTE;REBOQUE;10
PI;MARCOS PARENTE;SEMI-REBOQUE;0
PI;MARCOS PARENTE;SIDE-CAR;0
PI;MARCOS PARENTE;OUTROS;0
PI;MARCOS PARENTE;TRATOR ESTEI;0
PI;MARCOS PARENTE;TRATOR RODAS;1
PI;MARCOS PARENTE;TRICICLO;0
PI;MARCOS PARENTE;UTILITARIO;1
PI;MASSAPE DO PIAUI;AUTOMOVEL;221
PI;MASSAPE DO PIAUI;BONDE;0
PI;MASSAPE DO PIAUI;CAMINHAO;28
PI;MASSAPE DO PIAUI;CAMINHAO TRATOR;0
PI;MASSAPE DO PIAUI;CAMINHONETE;104
PI;MASSAPE DO PIAUI;CAMIONETA;2
PI;MASSAPE DO PIAUI;CHASSI PLATAF;0
PI;MASSAPE DO PIAUI;CICLOMOTOR;0
PI;MASSAPE DO PIAUI;MICRO-ONIBUS;13
PI;MASSAPE DO PIAUI;MOTOCICLETA;433
PI;MASSAPE DO PIAUI;MOTONETA;11
PI;MASSAPE DO PIAUI;ONIBUS;11
PI;MASSAPE DO PIAUI;QUADRICICLO;0
PI;MASSAPE DO PIAUI;REBOQUE;2
PI;MASSAPE DO PIAUI;SEMI-REBOQUE;0
PI;MASSAPE DO PIAUI;SIDE-CAR;0
PI;MASSAPE DO PIAUI;OUTROS;0
PI;MASSAPE DO PIAUI;TRATOR ESTEI;0
PI;MASSAPE DO PIAUI;TRATOR RODAS;0
PI;MASSAPE DO PIAUI;TRICICLO;0
PI;MASSAPE DO PIAUI;UTILITARIO;0
PI;MATIAS OLIMPIO;AUTOMOVEL;310
PI;MATIAS OLIMPIO;BONDE;0
PI;MATIAS OLIMPIO;CAMINHAO;33
PI;MATIAS OLIMPIO;CAMINHAO TRATOR;5
PI;MATIAS OLIMPIO;CAMINHONETE;116
PI;MATIAS OLIMPIO;CAMIONETA;9
PI;MATIAS OLIMPIO;CHASSI PLATAF;0
PI;MATIAS OLIMPIO;CICLOMOTOR;1
PI;MATIAS OLIMPIO;MICRO-ONIBUS;7
PI;MATIAS OLIMPIO;MOTOCICLETA;743
PI;MATIAS OLIMPIO;MOTONETA;53
PI;MATIAS OLIMPIO;ONIBUS;10
PI;MATIAS OLIMPIO;QUADRICICLO;0
PI;MATIAS OLIMPIO;REBOQUE;2
PI;MATIAS OLIMPIO;SEMI-REBOQUE;4
PI;MATIAS OLIMPIO;SIDE-CAR;0
PI;MATIAS OLIMPIO;OUTROS;0
PI;MATIAS OLIMPIO;TRATOR ESTEI;0
PI;MATIAS OLIMPIO;TRATOR RODAS;0
PI;MATIAS OLIMPIO;TRICICLO;0
PI;MATIAS OLIMPIO;UTILITARIO;4
PI;MIGUEL ALVES;AUTOMOVEL;608
PI;MIGUEL ALVES;BONDE;0
PI;MIGUEL ALVES;CAMINHAO;71
PI;MIGUEL ALVES;CAMINHAO TRATOR;0
PI;MIGUEL ALVES;CAMINHONETE;265
PI;MIGUEL ALVES;CAMIONETA;33
PI;MIGUEL ALVES;CHASSI PLATAF;0
PI;MIGUEL ALVES;CICLOMOTOR;3
PI;MIGUEL ALVES;MICRO-ONIBUS;6
PI;MIGUEL ALVES;MOTOCICLETA;2816
PI;MIGUEL ALVES;MOTONETA;231
PI;MIGUEL ALVES;ONIBUS;60
PI;MIGUEL ALVES;QUADRICICLO;0
PI;MIGUEL ALVES;REBOQUE;3
PI;MIGUEL ALVES;SEMI-REBOQUE;1
PI;MIGUEL ALVES;SIDE-CAR;0
PI;MIGUEL ALVES;OUTROS;0
PI;MIGUEL ALVES;TRATOR ESTEI;0
PI;MIGUEL ALVES;TRATOR RODAS;0
PI;MIGUEL ALVES;TRICICLO;3
PI;MIGUEL ALVES;UTILITARIO;5
PI;MIGUEL LEAO;AUTOMOVEL;53
PI;MIGUEL LEAO;BONDE;0
PI;MIGUEL LEAO;CAMINHAO;6
PI;MIGUEL LEAO;CAMINHAO TRATOR;2
PI;MIGUEL LEAO;CAMINHONETE;17
PI;MIGUEL LEAO;CAMIONETA;1
PI;MIGUEL LEAO;CHASSI PLATAF;0
PI;MIGUEL LEAO;CICLOMOTOR;0
PI;MIGUEL LEAO;MICRO-ONIBUS;0
PI;MIGUEL LEAO;MOTOCICLETA;178
PI;MIGUEL LEAO;MOTONETA;5
PI;MIGUEL LEAO;ONIBUS;1
PI;MIGUEL LEAO;QUADRICICLO;0
PI;MIGUEL LEAO;REBOQUE;1
PI;MIGUEL LEAO;SEMI-REBOQUE;2
PI;MIGUEL LEAO;SIDE-CAR;0
PI;MIGUEL LEAO;OUTROS;0
PI;MIGUEL LEAO;TRATOR ESTEI;0
PI;MIGUEL LEAO;TRATOR RODAS;1
PI;MIGUEL LEAO;TRICICLO;0
PI;MIGUEL LEAO;UTILITARIO;0
PI;MILTON BRANDAO;AUTOMOVEL;175
PI;MILTON BRANDAO;BONDE;0
PI;MILTON BRANDAO;CAMINHAO;19
PI;MILTON BRANDAO;CAMINHAO TRATOR;0
PI;MILTON BRANDAO;CAMINHONETE;165
PI;MILTON BRANDAO;CAMIONETA;26
PI;MILTON BRANDAO;CHASSI PLATAF;0
PI;MILTON BRANDAO;CICLOMOTOR;2
PI;MILTON BRANDAO;MICRO-ONIBUS;4
PI;MILTON BRANDAO;MOTOCICLETA;486
PI;MILTON BRANDAO;MOTONETA;96
PI;MILTON BRANDAO;ONIBUS;6
PI;MILTON BRANDAO;QUADRICICLO;0
PI;MILTON BRANDAO;REBOQUE;0
PI;MILTON BRANDAO;SEMI-REBOQUE;0
PI;MILTON BRANDAO;SIDE-CAR;0
PI;MILTON BRANDAO;OUTROS;0
PI;MILTON BRANDAO;TRATOR ESTEI;0
PI;MILTON BRANDAO;TRATOR RODAS;0
PI;MILTON BRANDAO;TRICICLO;0
PI;MILTON BRANDAO;UTILITARIO;3
PI;MONSENHOR GIL;AUTOMOVEL;371
PI;MONSENHOR GIL;BONDE;0
PI;MONSENHOR GIL;CAMINHAO;42
PI;MONSENHOR GIL;CAMINHAO TRATOR;4
PI;MONSENHOR GIL;CAMINHONETE;108
PI;MONSENHOR GIL;CAMIONETA;19
PI;MONSENHOR GIL;CHASSI PLATAF;0
PI;MONSENHOR GIL;CICLOMOTOR;6
PI;MONSENHOR GIL;MICRO-ONIBUS;6
PI;MONSENHOR GIL;MOTOCICLETA;1296
PI;MONSENHOR GIL;MOTONETA;92
PI;MONSENHOR GIL;ONIBUS;9
PI;MONSENHOR GIL;QUADRICICLO;0
PI;MONSENHOR GIL;REBOQUE;8
PI;MONSENHOR GIL;SEMI-REBOQUE;7
PI;MONSENHOR GIL;SIDE-CAR;0
PI;MONSENHOR GIL;OUTROS;0
PI;MONSENHOR GIL;TRATOR ESTEI;0
PI;MONSENHOR GIL;TRATOR RODAS;0
PI;MONSENHOR GIL;TRICICLO;3
PI;MONSENHOR GIL;UTILITARIO;3
PI;MONSENHOR HIPOLITO;AUTOMOVEL;585
PI;MONSENHOR HIPOLITO;BONDE;0
PI;MONSENHOR HIPOLITO;CAMINHAO;53
